company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
Acesso Digital,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Acesso Digital carreiras vagas dados engenharia de dados analytics,Acesso Digital careers data engineer analytics Brazil,auto-detect
Akad Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Akad Seguros carreiras vagas dados engenharia de dados analytics,Akad Seguros careers data engineer analytics Brazil,auto-detect
Azos,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Azos carreiras vagas dados engenharia de dados analytics,Azos careers data engineer analytics Brazil,auto-detect
Azul Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Azul Seguros carreiras vagas dados engenharia de dados analytics,Azul Seguros careers data engineer analytics Brazil,auto-detect
BB Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",BB Seguros carreiras vagas dados engenharia de dados analytics,BB Seguros careers data engineer analytics Brazil,auto-detect
BigDataCorp,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",BigDataCorp carreiras vagas dados engenharia de dados analytics,BigDataCorp careers data engineer analytics Brazil,auto-detect
Bradesco Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Bradesco Seguros carreiras vagas dados engenharia de dados analytics,Bradesco Seguros careers data engineer analytics Brazil,auto-detect
CAF,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",CAF carreiras vagas dados engenharia de dados analytics,CAF careers data engineer analytics Brazil,auto-detect
Caixa Seguridade,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Caixa Seguridade carreiras vagas dados engenharia de dados analytics,Caixa Seguridade careers data engineer analytics Brazil,auto-detect
ClearSale,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",ClearSale carreiras vagas dados engenharia de dados analytics,ClearSale careers data engineer analytics Brazil,auto-detect
Combate à Fraude,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Combate à Fraude carreiras vagas dados engenharia de dados analytics,Combate à Fraude careers data engineer analytics Brazil,auto-detect
Cortex Intelligence,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Cortex Intelligence carreiras vagas dados engenharia de dados analytics,Cortex Intelligence careers data engineer analytics Brazil,auto-detect
HDI Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",HDI Seguros carreiras vagas dados engenharia de dados analytics,HDI Seguros careers data engineer analytics Brazil,auto-detect
idwall,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",idwall carreiras vagas dados engenharia de dados analytics,idwall careers data engineer analytics Brazil,auto-detect
Incognia,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Incognia carreiras vagas dados engenharia de dados analytics,Incognia careers data engineer analytics Brazil,auto-detect
Itaú Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Itaú Seguros carreiras vagas dados engenharia de dados analytics,Itaú Seguros careers data engineer analytics Brazil,auto-detect
Justos,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Justos carreiras vagas dados engenharia de dados analytics,Justos careers data engineer analytics Brazil,auto-detect
Kakau Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Kakau Seguros carreiras vagas dados engenharia de dados analytics,Kakau Seguros careers data engineer analytics Brazil,auto-detect
Konduto,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Konduto carreiras vagas dados engenharia de dados analytics,Konduto careers data engineer analytics Brazil,auto-detect
Liberty Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Liberty Seguros carreiras vagas dados engenharia de dados analytics,Liberty Seguros careers data engineer analytics Brazil,auto-detect
Mapfre Brasil,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Mapfre Brasil carreiras vagas dados engenharia de dados analytics,Mapfre Brasil careers data engineer analytics Brazil,auto-detect
Minuto Seguros,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Minuto Seguros carreiras vagas dados engenharia de dados analytics,Minuto Seguros careers data engineer analytics Brazil,auto-detect
Neoway,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Neoway carreiras vagas dados engenharia de dados analytics,Neoway careers data engineer analytics Brazil,auto-detect
Pier Seguradora,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Pier Seguradora carreiras vagas dados engenharia de dados analytics,Pier Seguradora careers data engineer analytics Brazil,auto-detect
Porto Seguro,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Porto Seguro carreiras vagas dados engenharia de dados analytics,Porto Seguro careers data engineer analytics Brazil,auto-detect
Pottencial Seguradora,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Pottencial Seguradora carreiras vagas dados engenharia de dados analytics,Pottencial Seguradora careers data engineer analytics Brazil,auto-detect
SulAmérica,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",SulAmérica carreiras vagas dados engenharia de dados analytics,SulAmérica careers data engineer analytics Brazil,auto-detect
Tokio Marine Brasil,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Tokio Marine Brasil carreiras vagas dados engenharia de dados analytics,Tokio Marine Brasil careers data engineer analytics Brazil,auto-detect
Unico,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Unico carreiras vagas dados engenharia de dados analytics,Unico careers data engineer analytics Brazil,auto-detect
Wiz Co,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Wiz Co carreiras vagas dados engenharia de dados analytics,Wiz Co careers data engineer analytics Brazil,auto-detect
Youse,"Seguros, risco e antifraude",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Youse carreiras vagas dados engenharia de dados analytics,Youse careers data engineer analytics Brazil,auto-detect
Afterverse,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Afterverse carreiras vagas dados engenharia de dados analytics,Afterverse careers data engineer analytics Brazil,auto-detect
Algar Telecom,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Algar Telecom carreiras vagas dados engenharia de dados analytics,Algar Telecom careers data engineer analytics Brazil,auto-detect
Aquiris,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Aquiris carreiras vagas dados engenharia de dados analytics,Aquiris careers data engineer analytics Brazil,auto-detect
Band,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Band carreiras vagas dados engenharia de dados analytics,Band careers data engineer analytics Brazil,auto-detect
Claro Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Claro Brasil carreiras vagas dados engenharia de dados analytics,Claro Brasil careers data engineer analytics Brazil,auto-detect
CNN Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",CNN Brasil carreiras vagas dados engenharia de dados analytics,CNN Brasil careers data engineer analytics Brazil,auto-detect
Desktop Internet,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Desktop Internet carreiras vagas dados engenharia de dados analytics,Desktop Internet careers data engineer analytics Brazil,auto-detect
Estadão,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Estadão carreiras vagas dados engenharia de dados analytics,Estadão careers data engineer analytics Brazil,auto-detect
Fanatee,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Fanatee carreiras vagas dados engenharia de dados analytics,Fanatee careers data engineer analytics Brazil,auto-detect
Folha de S.Paulo,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Folha de S.Paulo carreiras vagas dados engenharia de dados analytics,Folha de S.Paulo careers data engineer analytics Brazil,auto-detect
Globo,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Globo carreiras vagas dados engenharia de dados analytics,Globo careers data engineer analytics Brazil,auto-detect
Globo.com,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Globo.com carreiras vagas dados engenharia de dados analytics,Globo.com careers data engineer analytics Brazil,auto-detect
Globoplay,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Globoplay carreiras vagas dados engenharia de dados analytics,Globoplay careers data engineer analytics Brazil,auto-detect
Grupo Abril,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Abril carreiras vagas dados engenharia de dados analytics,Grupo Abril careers data engineer analytics Brazil,auto-detect
Hughes Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Hughes Brasil carreiras vagas dados engenharia de dados analytics,Hughes Brasil careers data engineer analytics Brazil,auto-detect
Jovem Pan,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Jovem Pan carreiras vagas dados engenharia de dados analytics,Jovem Pan careers data engineer analytics Brazil,auto-detect
Kokku,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Kokku carreiras vagas dados engenharia de dados analytics,Kokku careers data engineer analytics Brazil,auto-detect
Oi,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Oi carreiras vagas dados engenharia de dados analytics,Oi careers data engineer analytics Brazil,auto-detect
PlayKids,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",PlayKids carreiras vagas dados engenharia de dados analytics,PlayKids careers data engineer analytics Brazil,auto-detect
Pluto TV Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Pluto TV Brasil carreiras vagas dados engenharia de dados analytics,Pluto TV Brasil careers data engineer analytics Brazil,auto-detect
PUGA Studios,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",PUGA Studios carreiras vagas dados engenharia de dados analytics,PUGA Studios careers data engineer analytics Brazil,auto-detect
Record TV,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Record TV carreiras vagas dados engenharia de dados analytics,Record TV careers data engineer analytics Brazil,auto-detect
Rockhead Games,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Rockhead Games carreiras vagas dados engenharia de dados analytics,Rockhead Games careers data engineer analytics Brazil,auto-detect
SBT,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",SBT carreiras vagas dados engenharia de dados analytics,SBT careers data engineer analytics Brazil,auto-detect
Sky Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Sky Brasil carreiras vagas dados engenharia de dados analytics,Sky Brasil careers data engineer analytics Brazil,auto-detect
Tapps Games,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Tapps Games carreiras vagas dados engenharia de dados analytics,Tapps Games careers data engineer analytics Brazil,auto-detect
Telebras,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Telebras carreiras vagas dados engenharia de dados analytics,Telebras careers data engineer analytics Brazil,auto-detect
Terra,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Terra carreiras vagas dados engenharia de dados analytics,Terra careers data engineer analytics Brazil,auto-detect
TIM Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",TIM Brasil carreiras vagas dados engenharia de dados analytics,TIM Brasil careers data engineer analytics Brazil,auto-detect
Unifique,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Unifique carreiras vagas dados engenharia de dados analytics,Unifique careers data engineer analytics Brazil,auto-detect
Vivo,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Vivo carreiras vagas dados engenharia de dados analytics,Vivo careers data engineer analytics Brazil,auto-detect
Watch Brasil,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Watch Brasil carreiras vagas dados engenharia de dados analytics,Watch Brasil careers data engineer analytics Brazil,auto-detect
Wildlife Studios,"Telecom, mídia, entretenimento e conteúdo",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Wildlife Studios carreiras vagas dados engenharia de dados analytics,Wildlife Studios careers data engineer analytics Brazil,auto-detect
Alpargatas,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Alpargatas carreiras vagas dados engenharia de dados analytics,Alpargatas careers data engineer analytics Brazil,auto-detect
Ambev,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Ambev carreiras vagas dados engenharia de dados analytics,Ambev careers data engineer analytics Brazil,auto-detect
Americanas,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Americanas carreiras vagas dados engenharia de dados analytics,Americanas careers data engineer analytics Brazil,auto-detect
Arezzo&Co,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Arezzo&Co carreiras vagas dados engenharia de dados analytics,Arezzo&Co careers data engineer analytics Brazil,auto-detect
Assaí Atacadista,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Assaí Atacadista carreiras vagas dados engenharia de dados analytics,Assaí Atacadista careers data engineer analytics Brazil,auto-detect
Atacadão,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Atacadão carreiras vagas dados engenharia de dados analytics,Atacadão careers data engineer analytics Brazil,auto-detect
Avon Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Avon Brasil carreiras vagas dados engenharia de dados analytics,Avon Brasil careers data engineer analytics Brazil,auto-detect
BRF,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",BRF carreiras vagas dados engenharia de dados analytics,BRF careers data engineer analytics Brazil,auto-detect
C&A Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",C&A Brasil carreiras vagas dados engenharia de dados analytics,C&A Brasil careers data engineer analytics Brazil,auto-detect
C&C Casa e Construção,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",C&C Casa e Construção carreiras vagas dados engenharia de dados analytics,C&C Casa e Construção careers data engineer analytics Brazil,auto-detect
Cacau Show,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Cacau Show carreiras vagas dados engenharia de dados analytics,Cacau Show careers data engineer analytics Brazil,auto-detect
Carrefour Banco,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Carrefour Banco carreiras vagas dados engenharia de dados analytics,Carrefour Banco careers data engineer analytics Brazil,auto-detect
Carrefour Brasil,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Carrefour Brasil carreiras vagas dados engenharia de dados analytics,Carrefour Brasil careers data engineer analytics Brazil,auto-detect
Casas Bahia,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Casas Bahia carreiras vagas dados engenharia de dados analytics,Casas Bahia careers data engineer analytics Brazil,auto-detect
Centauro,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Centauro carreiras vagas dados engenharia de dados analytics,Centauro careers data engineer analytics Brazil,auto-detect
Cobasi,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Cobasi carreiras vagas dados engenharia de dados analytics,Cobasi careers data engineer analytics Brazil,auto-detect
Dafiti,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Dafiti carreiras vagas dados engenharia de dados analytics,Dafiti careers data engineer analytics Brazil,auto-detect
Daki,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Daki carreiras vagas dados engenharia de dados analytics,Daki careers data engineer analytics Brazil,auto-detect
Enjoei,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Enjoei carreiras vagas dados engenharia de dados analytics,Enjoei careers data engineer analytics Brazil,auto-detect
Farm Rio,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Farm Rio carreiras vagas dados engenharia de dados analytics,Farm Rio careers data engineer analytics Brazil,auto-detect
Grendene,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grendene carreiras vagas dados engenharia de dados analytics,Grendene careers data engineer analytics Brazil,auto-detect
Grupo Boticário,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Boticário carreiras vagas dados engenharia de dados analytics,Grupo Boticário careers data engineer analytics Brazil,auto-detect
Grupo Mateus,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Mateus carreiras vagas dados engenharia de dados analytics,Grupo Mateus careers data engineer analytics Brazil,auto-detect
Grupo Muffato,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Muffato carreiras vagas dados engenharia de dados analytics,Grupo Muffato careers data engineer analytics Brazil,auto-detect
Grupo Pão de Açúcar,"Varejo, e-commerce, marketplaces e consumer tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Pão de Açúcar carreiras vagas dados engenharia de dados analytics,Grupo Pão de Açúcar careers data engineer analytics Brazil,auto-detect
